"","Zomato.address","Zomato.name","Zomato.online_order","Zomato.book_table","Zomato.rate","Zomato.votes","Zomato.location","Zomato.approx_cost.for.two.people.","Zomato.RestoCOde"
"1834","3/3, Behind Bata Showroom, Off KPCL Road, Kasavanhalli, Sarjapur Road, Bangalore","Shahi Zaikha","Yes","No",3.2,6,"Sarjapur Road","300","3/3, Behind Bata Showroom, Off KPCL Road, Kasavanhalli, Sarjapur Road, BangaloreShahi Zaikha"
"1835","5, KBR Mall Complex, Ground Floor, More Mega Store, Varthur Hobli, Marathahalli, Bangalore","Srinathji's","Yes","Yes",3.9,661,"Marathahalli","750","5, KBR Mall Complex, Ground Floor, More Mega Store, Varthur Hobli, Marathahalli, BangaloreSrinathji's"
"1836","164, Ground Floor, Green Glen Layout, Bellandur, Bangalore","Sichuan","Yes","No",4.1,268,"Bellandur","800","164, Ground Floor, Green Glen Layout, Bellandur, BangaloreSichuan"
"1837","95/2, Green Glen Layout, Sobha Lakeview Clubhouse, Bellandur, Bangalore","Bellandur Kitchen","Yes","No",3.4,17,"Bellandur","400","95/2, Green Glen Layout, Sobha Lakeview Clubhouse, Bellandur, BangaloreBellandur Kitchen"
"1838","2318, Sector 1, Near NIFT College, HSR, Bangalore","Ovenstory Pizza","Yes","No",4,200,"HSR","750","2318, Sector 1, Near NIFT College, HSR, BangaloreOvenstory Pizza"
"1839","18/1, HMR Complex, Near Ganesh Temple, Bellandur, Bangalore","Parathe Ghar Ke","Yes","No",3.2,4,"Bellandur","300","18/1, HMR Complex, Near Ganesh Temple, Bellandur, BangaloreParathe Ghar Ke"
"1840","697, 12th Cross, 27th Main, 1st Sector, HSR, Bangalore","Stoned Monkey","Yes","No",3.9,228,"HSR","500","697, 12th Cross, 27th Main, 1st Sector, HSR, BangaloreStoned Monkey"
"1841","152, 5th cross, Bellandur, Bangalore","Cakes Wagon","Yes","No",3.4,6,"Bellandur","300","152, 5th cross, Bellandur, BangaloreCakes Wagon"
"1842","Opposite Banglore Central Mall, Bellandur, Bengaluru","Sri Ganesh Juice Junction","Yes","No",3.5,5,"Bellandur","200","Opposite Banglore Central Mall, Bellandur, BengaluruSri Ganesh Juice Junction"
"1843","1, LaCasa Compound, Central Jail Road, Kasavanahalli, Sarjapur Road, Bangalore","Ooty Chocolates","Yes","No",3.3,9,"Sarjapur Road","300","1, LaCasa Compound, Central Jail Road, Kasavanahalli, Sarjapur Road, BangaloreOoty Chocolates"
"1844","6/2, Near Wipro Headquaters, Kaikondrahalli, Sarjapur Road, Bangalore","Kanua","Yes","Yes",4.4,889,"Sarjapur Road","1,400","6/2, Near Wipro Headquaters, Kaikondrahalli, Sarjapur Road, BangaloreKanua"
"1845","73,Near BBMP Office, Bellandur, Bangalore","Apna Veg Dhaba","Yes","No",3.1,35,"Bellandur","400","73,Near BBMP Office, Bellandur, BangaloreApna Veg Dhaba"
"1846","25, Shree Vinayaka Elite, Amblipura Village, Sarjapur Road, Bangalore","Zeeshan","Yes","No",2.6,155,"Sarjapur Road","600","25, Shree Vinayaka Elite, Amblipura Village, Sarjapur Road, BangaloreZeeshan"
"1847","House 3/3, 1st Floor, Kasavanahalli Sarjapur Road, Bangalore","Dad's Cookhouse","Yes","No",4,44,"Sarjapur Road","300","House 3/3, 1st Floor, Kasavanahalli Sarjapur Road, BangaloreDad's Cookhouse"
"1848","56, Opposite to Intal, Near Passport Office, Davarabeshanahlli, Bellandur, Bangalore","Five Star Chicken","Yes","No",3.4,9,"Bellandur","200","56, Opposite to Intal, Near Passport Office, Davarabeshanahlli, Bellandur, BangaloreFive Star Chicken"
"1849","5/78/7, Ground Floor, Bangalore Central, Bellandur, Bangalore","McDonald's","Yes","No",3.2,258,"Bellandur","500","5/78/7, Ground Floor, Bangalore Central, Bellandur, BangaloreMcDonald's"
"1850","35, Outer Ring Road, Near Munrshwara Temple","Azura Restaurant","Yes","No",2.8,95,"Bellandur","500","35, Outer Ring Road, Near Munrshwara TempleAzura Restaurant"
"1851","First Floor, Opposite Veeranjayanaya Temple, Ambedkar Circle, Adarsh Palm Retreat, Bellandur, Bangalore","Freshies Gourmet Salads","Yes","No",3.2,31,"Bellandur","350","First Floor, Opposite Veeranjayanaya Temple, Ambedkar Circle, Adarsh Palm Retreat, Bellandur, BangaloreFreshies Gourmet Salads"
"1852","33/1, 2nd Main Road, Outer Ring Road, Bellandur, Bangalore","Ritomi's Lov","Yes","No",3.7,48,"Bellandur","400","33/1, 2nd Main Road, Outer Ring Road, Bellandur, BangaloreRitomi's Lov"
"1853","65/1A, Sarjapur Main Road, Kaikondrahalli, Sarjapur Road, Bangalore","Southinn","Yes","No",3.2,97,"Sarjapur Road","250","65/1A, Sarjapur Main Road, Kaikondrahalli, Sarjapur Road, BangaloreSouthinn"
"1854","RMZ Ecoworld Road, Adarsh Palm Retreat, Bellandur, Bangalore","Smoor","Yes","No",3.7,44,"Bellandur","900","RMZ Ecoworld Road, Adarsh Palm Retreat, Bellandur, BangaloreSmoor"
"1855","76/2B, 4, Main Road, Bellandur, Bangalore","Goli Vada Pav No. 1","Yes","No",3.3,84,"Bellandur","200","76/2B, 4, Main Road, Bellandur, BangaloreGoli Vada Pav No. 1"
"1856","GRS Towers, Near Big Bazaar, Sarjapur Road, Bangalore","Karachi Bakery","Yes","No",3.7,16,"Sarjapur Road","400","GRS Towers, Near Big Bazaar, Sarjapur Road, BangaloreKarachi Bakery"
"1857","334, Doddkanhalli, Near WIPRO Corporate Office, Sarjapur Road, Bangalore","Mughal Treat","Yes","No",3.6,109,"Sarjapur Road","700","334, Doddkanhalli, Near WIPRO Corporate Office, Sarjapur Road, BangaloreMughal Treat"
"1858","2334, Aarush Arcade, 17th Cross, 1st Sector, HSR, Bangalore","Le Charcoal Xpress","Yes","No",4,162,"HSR","500","2334, Aarush Arcade, 17th Cross, 1st Sector, HSR, BangaloreLe Charcoal Xpress"
"1859","89/1, Monnekollal Village, Varthur Hobli, Outer Ring Road, Marathahalli, Bangalore","Foxtrot","Yes","Yes",4.4,1146,"Marathahalli","1,200","89/1, Monnekollal Village, Varthur Hobli, Outer Ring Road, Marathahalli, BangaloreFoxtrot"
"1860","Shop 5, Building 15, First Floor, Kasavanhalli Main Road, Sarjapur Road, Bangalore","Sweet Truth","Yes","No",3.9,34,"Sarjapur Road","500","Shop 5, Building 15, First Floor, Kasavanhalli Main Road, Sarjapur Road, BangaloreSweet Truth"
"1861","33/4, Narayanamma Garden, 8th Cross, Konen Agrahara, Murugeshpalya, Old Airport Road, Bangalore","Le Gateau - The Cake Shop","Yes","No",4.4,536,"Old Airport Road","600","33/4, Narayanamma Garden, 8th Cross, Konen Agrahara, Murugeshpalya, Old Airport Road, BangaloreLe Gateau - The Cake Shop"
"1862","Outer Ring Road, Opposite to JP Morgan, Kodbisanhalli, Marathahalli, Bangalore","Deli Chats and Sweets","Yes","No",4.1,39,"Marathahalli","200","Outer Ring Road, Opposite to JP Morgan, Kodbisanhalli, Marathahalli, BangaloreDeli Chats and Sweets"
"1863","Outer Ring Road, Opposite Sakra World Hospital, Devarabisanahalli, Bellandur, Bengaluru, Karnataka 560103","Eden Huts Restaurant","No","No",4,213,"Bellandur","400","Outer Ring Road, Opposite Sakra World Hospital, Devarabisanahalli, Bellandur, Bengaluru, Karnataka 560103Eden Huts Restaurant"
"1864","Opposite La Casa Hotel, Jayaramreddy Layout, Kasavanhalli, Central Jail Road, Sarjapur Road, Bangalore","Shekhawati Restaurant","Yes","No",3.7,62,"Sarjapur Road","300","Opposite La Casa Hotel, Jayaramreddy Layout, Kasavanhalli, Central Jail Road, Sarjapur Road, BangaloreShekhawati Restaurant"
"1865","31st Main, Near NIFT, Sector 1, HSR, Bangalore","Ice Treat","Yes","No",3.8,42,"HSR","200","31st Main, Near NIFT, Sector 1, HSR, BangaloreIce Treat"
"1866","4th Cross, Bellandur, Annaiah Reddy Layout, Opposite Mahaganapathi Temple, Bellandur, Bangalore","Mumbai Xpress","Yes","No",2.9,89,"Bellandur","350","4th Cross, Bellandur, Annaiah Reddy Layout, Opposite Mahaganapathi Temple, Bellandur, BangaloreMumbai Xpress"
"1867","Embassy Tech Square Food Court, Cessna Tech Park, Outer Ring Road, Kadubeesanahalli, Marathahalli, Bangalore","Chung Wah","Yes","No",2.9,29,"Marathahalli","500","Embassy Tech Square Food Court, Cessna Tech Park, Outer Ring Road, Kadubeesanahalli, Marathahalli, BangaloreChung Wah"
"1868","95/2, Green Glen Layout, Sobha Lakeview Clubhouse, Bellandur, Bangalore","Filmy Kitchen","Yes","No",3.7,182,"Bellandur","400","95/2, Green Glen Layout, Sobha Lakeview Clubhouse, Bellandur, BangaloreFilmy Kitchen"
"1869","2617, 27th Main, Sector 1, Opposite CPWD Complex, HSR, Bangalore","The Belgian Waffle Co.","Yes","No",4.1,129,"HSR","350","2617, 27th Main, Sector 1, Opposite CPWD Complex, HSR, BangaloreThe Belgian Waffle Co."
"1870","The Bay, RMZ Eco World, Bellandur, Bangalore","Samaroh","No","No",4,246,"Bellandur","1,200","The Bay, RMZ Eco World, Bellandur, BangaloreSamaroh"
"1871","163, Shop 2, Shreyas Arcade, Opposite Appolo Pharmacy, Greenglen Layout, Bellandur, Bangalore","Fusion Tadka","Yes","No",3.7,34,"Bellandur","450","163, Shop 2, Shreyas Arcade, Opposite Appolo Pharmacy, Greenglen Layout, Bellandur, BangaloreFusion Tadka"
"1872","25, 17/1, Behind HDFC Bank, Bellandur Gate, Sarjapur Road, Bangalore","Pizza Stop","Yes","No",3.2,44,"Sarjapur Road","600","25, 17/1, Behind HDFC Bank, Bellandur Gate, Sarjapur Road, BangalorePizza Stop"
"1873","4, Smart Building, Annaih Reddy Layout, Bellandur Main Road, Bellandur, Bangalore","NH-1","Yes","No",3.8,376,"Bellandur","600","4, Smart Building, Annaih Reddy Layout, Bellandur Main Road, Bellandur, BangaloreNH-1"
"1874","586,Uday Shankar Buliding,Outer Ring Road,Bellandur Bangalore, Bellandur, Bangalore","Madurai Meenakshi Vilas","Yes","No",3.6,27,"Bellandur","300","586,Uday Shankar Buliding,Outer Ring Road,Bellandur Bangalore, Bellandur, BangaloreMadurai Meenakshi Vilas"
"1875","14/2, Sarjapur Main Rd, Kaikondrahalli, Sarjapur Road, Bangalore","Rampyari Chaiwala Netaji Bhajiawala","Yes","No",3.1,25,"Sarjapur Road","150","14/2, Sarjapur Main Rd, Kaikondrahalli, Sarjapur Road, BangaloreRampyari Chaiwala Netaji Bhajiawala"
"1876","Doddakannelli, Sarjapur Road, Bangalore","Karavali Naati Mane","Yes","No",3.1,40,"Sarjapur Road","350","Doddakannelli, Sarjapur Road, BangaloreKaravali Naati Mane"
"1877","225,Near BBMP Office, Bellandur, Bangalore","The Punjabi","Yes","No",2.9,32,"Bellandur","550","225,Near BBMP Office, Bellandur, BangaloreThe Punjabi"
"1878","19/4 & 27, Ground Floor, Indiqube Alpha, Panathur Junction, Kadubisanahalli, Sarjapur Outer Ring Road, Marathahalli, Bangalore","Matinee Bar & Kitchen","Yes","Yes",4.2,340,"Marathahalli","1,700","19/4 & 27, Ground Floor, Indiqube Alpha, Panathur Junction, Kadubisanahalli, Sarjapur Outer Ring Road, Marathahalli, BangaloreMatinee Bar & Kitchen"
"1879","Shop 217, 2nd Main Road, Kadubeesanahalli Croma, Back Side Road, Near Kumbeshwara Temple Marathahalli, Bangalore","Spicy Paratha House","Yes","No",3,9,"Marathahalli","450","Shop 217, 2nd Main Road, Kadubeesanahalli Croma, Back Side Road, Near Kumbeshwara Temple Marathahalli, BangaloreSpicy Paratha House"
"1880","Bellandur Village, Sarjapur Road, Bangalore","Cafe Coffee Day","Yes","No",2.9,27,"Sarjapur Road","900","Bellandur Village, Sarjapur Road, BangaloreCafe Coffee Day"
"1881","Central Jail Road, Kasavanahalli, Near Sarjapur Road, Bangalore","Foodies Hub","Yes","No",3.1,8,"Sarjapur Road","500","Central Jail Road, Kasavanahalli, Near Sarjapur Road, BangaloreFoodies Hub"
"1882","38/1-24, Ground Floor, Opposite Ibblur Park, Near Sarjapur Flyover, Ibblur Village, Bellandur, Bangalore","The Modak","Yes","No",3.6,18,"Bellandur","400","38/1-24, Ground Floor, Opposite Ibblur Park, Near Sarjapur Flyover, Ibblur Village, Bellandur, BangaloreThe Modak"
"1883","Kadubeesanhalli Circle, Outer Ring Road, near Cisco Cesna Tech Park , Marathahalli, Bangalore","Delhi Restaurant","Yes","No",3.8,54,"Marathahalli","400","Kadubeesanhalli Circle, Outer Ring Road, near Cisco Cesna Tech Park , Marathahalli, BangaloreDelhi Restaurant"
"1884","Panathur Main Road, Kadubisanahalli, Marathahalli, Bangalore","Chatorezz","Yes","No",3.6,26,"Marathahalli","250","Panathur Main Road, Kadubisanahalli, Marathahalli, BangaloreChatorezz"
"1885","73/5, 2nd Cross, Bellandur, Bangalore","Aapni Rasoi","Yes","No",3.2,127,"Bellandur","400","73/5, 2nd Cross, Bellandur, BangaloreAapni Rasoi"
"1886","56, Lakshman Reddy Building, Devarabisanahalli, Outer Ring Road","Melting Melodies","Yes","No",3.6,11,"Bellandur","300","56, Lakshman Reddy Building, Devarabisanahalli, Outer Ring RoadMelting Melodies"
"1887","Shop 10, 11, 12, Karna Sree Siddu, Ground Floor, Beside Deloitte Gate, Yamalur Main Road, Marathahalli, Bangalore","Deccan Kitchen","Yes","No",3.7,31,"Marathahalli","700","Shop 10, 11, 12, Karna Sree Siddu, Ground Floor, Beside Deloitte Gate, Yamalur Main Road, Marathahalli, BangaloreDeccan Kitchen"
"1888","13/23, 4th Floor, Haralur Main Road, Ambalipura, Sarjapur Road, Bangalore","Tapout Tavern","Yes","Yes",4.1,322,"Sarjapur Road","1,200","13/23, 4th Floor, Haralur Main Road, Ambalipura, Sarjapur Road, BangaloreTapout Tavern"
"1889","15/A, 1st Floor, Opposite Oceanus Monarda Apartments, Amrita College Road, Sarjapur Road, Bangalore","Shanghai Bistro","Yes","No",4.1,248,"Sarjapur Road","800","15/A, 1st Floor, Opposite Oceanus Monarda Apartments, Amrita College Road, Sarjapur Road, BangaloreShanghai Bistro"
"1890","Delivery Only","Hyderabad Biryaani Home","Yes","No",3,137,"South Bangalore","650","Delivery OnlyHyderabad Biryaani Home"
"1891","No 964, 965 M R Complex, 27th Main, HSR Layout, Sector 1, Bangalore","Pabrai's Fresh & Naturelle Icecreams","Yes","No",4.3,324,"HSR","180","No 964, 965 M R Complex, 27th Main, HSR Layout, Sector 1, BangalorePabrai's Fresh & Naturelle Icecreams"
"1892","114-115, 80 Feet Main Road, 27th Main Road, HSR, Bangalore","Drunken Monkey","Yes","No",4,119,"HSR","400","114-115, 80 Feet Main Road, 27th Main Road, HSR, BangaloreDrunken Monkey"
"1893","Opposite To More Mega Store, Outer Ring Road, Marathahalli, Bangalore","Kritunga Restaurant","Yes","No",3.8,1972,"Marathahalli","650","Opposite To More Mega Store, Outer Ring Road, Marathahalli, BangaloreKritunga Restaurant"
"1894","35, 2nd Floor, Tulasi Layout, Above Glam Studio, Opposite SJR Verity, Kasavanahalli, Sarjapur Road, Bangalore","Desi Chulha","Yes","No",3.7,19,"Sarjapur Road","250","35, 2nd Floor, Tulasi Layout, Above Glam Studio, Opposite SJR Verity, Kasavanahalli, Sarjapur Road, BangaloreDesi Chulha"
"1895","78/7, Ground Floor, Bangalore Central Mall, Bellandur, Bangalore","Pop Hop","Yes","No",4,57,"Bellandur","300","78/7, Ground Floor, Bangalore Central Mall, Bellandur, BangalorePop Hop"
"1896","65, Kaikondrahalli, Sarjapur Road, Bangalore","Kabab Mandra","Yes","No",2.9,243,"Sarjapur Road","300","65, Kaikondrahalli, Sarjapur Road, BangaloreKabab Mandra"
"1897","Campus 4AB, Food Court, RMZ Ecoworld, Varthur, Bellandur","Chicken Man","Yes","No",3.7,48,"Bellandur","400","Campus 4AB, Food Court, RMZ Ecoworld, Varthur, BellandurChicken Man"
"1898","82/3, Third Floor, Khata 866, Panathur Main Road, Bhoganahalli Cross, Marathahalli, Bangalore","Oogway Express","Yes","No",3.7,19,"Marathahalli","600","82/3, Third Floor, Khata 866, Panathur Main Road, Bhoganahalli Cross, Marathahalli, BangaloreOogway Express"
"1899","2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore","Hoot","Yes","Yes",4.2,7193,"Sarjapur Road","1,400","2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, BangaloreHoot"
"1900","1105, 10th cross, 21st main, HSR, Sector 1","Homifoo","Yes","No",3.5,11,"HSR","300","1105, 10th cross, 21st main, HSR, Sector 1Homifoo"
"1901","Devarabeesanahalli, Opposite Sakra World Hospital, Bellandur, Bangalore","Ghar Ki Rasoi","Yes","No",3.7,50,"Bellandur","500","Devarabeesanahalli, Opposite Sakra World Hospital, Bellandur, BangaloreGhar Ki Rasoi"
"1902","1st Floor, RR Complex, Near Amrutha College, Hosa Road, Carmelram Post, Sarjapur Road, Bangalore","Ice N Fries Cafe","Yes","No",3.7,39,"Sarjapur Road","200","1st Floor, RR Complex, Near Amrutha College, Hosa Road, Carmelram Post, Sarjapur Road, BangaloreIce N Fries Cafe"
"1903","RMZ Eco World, Adarsh Palm Retreat Road, Bellandur, Bangalore","Nutty Squirrel","Yes","No",3.8,72,"Bellandur","300","RMZ Eco World, Adarsh Palm Retreat Road, Bellandur, BangaloreNutty Squirrel"
"1904","Pritech Tech Park Food Court, Ground Floor, Ecospace Tech Park, Bellandur, Bangalore","Cooking Mom","Yes","No",2.9,182,"Bellandur","800","Pritech Tech Park Food Court, Ground Floor, Ecospace Tech Park, Bellandur, BangaloreCooking Mom"
"1905","779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore","INDULGE by InnerChef","Yes","No",3.6,22,"Sarjapur Road","400","779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, BangaloreINDULGE by InnerChef"
"1906","50, Carmelaram, Chikkanayakanahalli, Doddakannelli, Sarjapur Road, Bangalore","Biriyani Bungalow","Yes","No",3.9,222,"Sarjapur Road","800","50, Carmelaram, Chikkanayakanahalli, Doddakannelli, Sarjapur Road, BangaloreBiriyani Bungalow"
"1907","Behind Prestige Tech Park, Kadubisanahalli, Marathahalli, Bangalore","Absolute Shawarma","Yes","No",3.8,116,"Marathahalli","150","Behind Prestige Tech Park, Kadubisanahalli, Marathahalli, BangaloreAbsolute Shawarma"
"1908","Campus 8/A, International Bay, RMZ Ecoworld, Bellandur, Bangalore","The Irish House","Yes","No",4.2,793,"Bellandur","1,700","Campus 8/A, International Bay, RMZ Ecoworld, Bellandur, BangaloreThe Irish House"
"1909","#72/1, GVR Plaza, Opposite Central Mall, Bellandur Outer Ring Road, Bellandur, Bangalore","Gusto's Pizza","Yes","No",3,289,"Bellandur","500","#72/1, GVR Plaza, Opposite Central Mall, Bellandur Outer Ring Road, Bellandur, BangaloreGusto's Pizza"
"1910","G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, Bangalore","Mak n Vak - Fyn","Yes","No",3.9,337,"HSR","500","G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, BangaloreMak n Vak - Fyn"
"1911","Inside Bombay Kulfi , Opposite Hoot Cafe ,Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore","Lassi Shop","Yes","No",3.5,9,"Sarjapur Road","200","Inside Bombay Kulfi , Opposite Hoot Cafe ,Kaikondrahalli, Varthur Hobli, Sarjapur Road, BangaloreLassi Shop"
"1912","85/1, Near Narayana Collage, Green Glen Layout","Bawarchi Khaana","Yes","No",3.3,56,"Bellandur","600","85/1, Near Narayana Collage, Green Glen LayoutBawarchi Khaana"
"1913","Shop 3, 17/1, Sariapur Main Road, Bellandur Gate, Sarjapur Road, Bangalore","Carlos Cake Cafe","Yes","No",3.8,81,"Sarjapur Road","300","Shop 3, 17/1, Sariapur Main Road, Bellandur Gate, Sarjapur Road, BangaloreCarlos Cake Cafe"
"1914","533, 2nd Main, KPCL Layout, Kasavanahalli, Sarjapur Road, Bangalore","Mighty Paws","Yes","No",4,136,"Sarjapur Road","500","533, 2nd Main, KPCL Layout, Kasavanahalli, Sarjapur Road, BangaloreMighty Paws"
"1915","Shop 1, 601 & 602, Kasavanahalli Main Road, Opp SJR Verity, Sarjapur Road, Bangalore","Cake Dilim","Yes","No",3.6,27,"Sarjapur Road","400","Shop 1, 601 & 602, Kasavanahalli Main Road, Opp SJR Verity, Sarjapur Road, BangaloreCake Dilim"
"1916","1/1, Yemalur Main, Opposite Ganesha Temple, Behind HAL Airport, Marathahalli, Bangalore","Raja Bhojaun","Yes","No",3.4,20,"Marathahalli","250","1/1, Yemalur Main, Opposite Ganesha Temple, Behind HAL Airport, Marathahalli, BangaloreRaja Bhojaun"
"1917","91, Munnekolala Tulasi Theatre Road, 1st Cross, Kaveri Layout, Marathahalli, Bangalore","Mirchi Bites- Spice Heaven","Yes","No",3.1,9,"Marathahalli","650","91, Munnekolala Tulasi Theatre Road, 1st Cross, Kaveri Layout, Marathahalli, BangaloreMirchi Bites- Spice Heaven"
"1918","84, Gopala Reddy Complex, Kadubeesanahalli, Marathahalli, Bangalore","Hotel Sapthagiri","Yes","No",3.6,13,"Marathahalli","700","84, Gopala Reddy Complex, Kadubeesanahalli, Marathahalli, BangaloreHotel Sapthagiri"
"1919","Jupiter Block, Prestige Tech Park, Outer Ring Road, Marathahalli, Bangalore","Baker's Cafe","Yes","No",3.5,8,"Marathahalli","200","Jupiter Block, Prestige Tech Park, Outer Ring Road, Marathahalli, BangaloreBaker's Cafe"
"1920","Chavalkere Road, Bellandur, Bangalore","Oz Pies","Yes","No",3.8,37,"Bellandur","400","Chavalkere Road, Bellandur, BangaloreOz Pies"
"1921","670, 13 Cross 27th Main, HSR, Bangalore","Brimstone Cafe","Yes","Yes",4,387,"HSR","1,300","670, 13 Cross 27th Main, HSR, BangaloreBrimstone Cafe"
"1922","20/5, Panathur Junction, Outer Ring Road, Kadubeessanahalli, Marathahalli, Bangalore","Jashn","Yes","No",3.7,132,"Marathahalli","750","20/5, Panathur Junction, Outer Ring Road, Kadubeessanahalli, Marathahalli, BangaloreJashn"
